0,1
OKB Price,$43.31
24h Low / 24h High,$42.56 / $43.50
7d Low / 7d High,$41.21 / $44.10
Trading Volume,"$3,292,243"
Market Cap Rank,#29
Market Cap,"$2,598,873,514"
Market Cap Dominance,0.211%
Volume / Market Cap,0.0013
All-Time High,"$58.66 -26.20% Feb 18, 2023 (5 months)"
All-Time Low,"$0.580608 7,360.60% Jan 14, 2019 (over 4 years)"
