0,1
Compound Price,$66.35
24h Low / 24h High,$59.28 / $68.91
7d Low / 7d High,$52.19 / $68.25
Trading Volume,"$183,299,091"
Market Cap Rank,#91
Market Cap,"$454,600,627"
Market Cap Dominance,0.037%
Volume / Market Cap,0.4134
All-Time High,"$910.54 -92.70% May 12, 2021 (about 2 years)"
All-Time Low,"$25.74 157.60% Jun 10, 2023 (about 1 month)"
