0,1
Bitcoin Price,"$30,594.02"
24h Low / 24h High,"$30,380.25 / $30,718.32"
7d Low / 7d High,"$29,976.13 / $31,144.53"
Trading Volume,"$8,637,206,428"
Market Cap Rank,#1
Market Cap,"$594,369,558,258"
Market Cap Dominance,48.201%
Volume / Market Cap,0.0154
All-Time High,"$69,044.77 -55.70% Nov 10, 2021 (over 1 year)"
All-Time Low,"$67.81 45,021.10% Jul 06, 2013 (about 10 years)"
