0,1
Stacks Price,$0.660470
24h Low / 24h High,$0.639047 / $0.669002
7d Low / 7d High,$0.617406 / $0.698020
Trading Volume,"$22,275,900"
Market Cap Rank,#45
Market Cap,"$919,917,064"
Market Cap Dominance,0.075%
Volume / Market Cap,0.0242
All-Time High,"$3.39 -80.50% Dec 01, 2021 (over 1 year)"
All-Time Low,"$0.045596392365 1,350.50% Mar 13, 2020 (over 3 years)"
