0,1
ImmutableX Price,$0.697904
24h Low / 24h High,$0.689104 / $0.705478
7d Low / 7d High,$0.679014 / $0.761810
Trading Volume,"$333,955,942"
Market Cap Rank,#59
Market Cap,"$726,252,951"
Market Cap Dominance,0.059%
Volume / Market Cap,0.46
All-Time High,"$9.52 -92.70% Nov 26, 2021 (over 1 year)"
All-Time Low,"$0.378055 84.60% Dec 31, 2022 (6 months)"
