0,1
The Graph Price,$0.114407
24h Low / 24h High,$0.112994 / $0.116029
7d Low / 7d High,$0.110411 / $0.125975
Trading Volume,"$18,291,798"
Market Cap Rank,#42
Market Cap,"$1,038,174,526"
Market Cap Dominance,0.084%
Volume / Market Cap,0.0181
All-Time High,"$2.84 -96.00% Feb 12, 2021 (over 2 years)"
All-Time Low,"$0.052050798063 119.80% Nov 22, 2022 (8 months)"
