0,1
Quant Price,$102.33
24h Low / 24h High,$101.04 / $103.28
7d Low / 7d High,$101.22 / $108.38
Trading Volume,"$14,984,645"
Market Cap Rank,#36
Market Cap,"$1,488,885,855"
Market Cap Dominance,0.121%
Volume / Market Cap,0.0102
All-Time High,"$427.42 -76.00% Sep 11, 2021 (almost 2 years)"
All-Time Low,"$0.215773 47,345.50% Aug 23, 2018 (almost 5 years)"
