0,1
Toncoin Price,$1.34
24h Low / 24h High,$1.33 / $1.37
7d Low / 7d High,$1.33 / $1.39
Trading Volume,"$5,575,431"
Market Cap Rank,#30
Market Cap,"$1,977,163,641"
Market Cap Dominance,0.16%
Volume / Market Cap,0.0028
All-Time High,"$5.29 -74.60% Nov 12, 2021 (over 1 year)"
All-Time Low,"$0.519364 158.60% Sep 21, 2021 (almost 2 years)"
