0,1
Arbitrum Price,$1.13
24h Low / 24h High,$1.11 / $1.13
7d Low / 7d High,$1.07 / $1.15
Trading Volume,"$91,344,728"
Market Cap Rank,#38
Market Cap,"$1,435,551,939"
Market Cap Dominance,0.116%
Volume / Market Cap,0.0639
All-Time High,"$8.67 -87.00% Mar 23, 2023 (4 months)"
All-Time Low,"$0.912886 23.30% Jun 15, 2023 (27 days)"
