0,1
Cosmos Hub Price,$9.20
24h Low / 24h High,$9.16 / $9.36
7d Low / 7d High,$9.11 / $9.85
Trading Volume,"$53,397,898"
Market Cap Rank,#26
Market Cap,"$2,694,208,141"
Market Cap Dominance,0.218%
Volume / Market Cap,0.0198
All-Time High,"$44.45 -79.30% Jan 17, 2022 (over 1 year)"
All-Time Low,"$1.16 693.80% Mar 13, 2020 (over 3 years)"
